"";"GSM1582753_12183_1271_CD103DC_Rep_2_Mouse430_2_.CEL";"GSM1582754_12187_1271_CD103DC_Rep_3_Mouse430_2_.CEL";"GSM1582755_12177_1271_CD11bcDC_Rep_1_Mouse430_2_.CEL";"GSM1582756_12181_1271_CD11bcDC_Rep_2_Mouse430_2_.CEL";"GSM1582757_12185_1271_CD11bcDC_Rep_3_Mouse430_2_.CEL";"GSM1582758_12176_1271_moDC_Rep_1_Mouse430_2_.CEL";"GSM1582759_12180_1271_moDC_Rep_2_Mouse430_2_.CEL";"t"
"1";5,01760825729894;5,25009955250235;9,91844682601048;10,0877138160782;10,2487264796923;9,29049945888986;9,51069657465668;-28,6617717480839
"2";5,69890512421624;5,59223136332209;10,0268102240805;9,97150530162911;10,305761812924;9,22023268288232;9,39615129760754;-19,5414613849857
"3";11,3510849972414;11,7399137064783;7,54026121634133;7,5381199175399;7,35221318229743;7,55651484004997;7,87295210518271;19,1659546287577
"4";8,41406672086456;8,97939410157011;4,72152917871431;4,45692060502695;3,76014165631823;3,38766392291693;2,62474942365437;11,9124841766913
"5";8,30017644595308;8,54235211109633;4,54905264170918;4,86058136406975;4,22796110447868;5,43486582319951;4,75916622336562;16,6287435546148
"6";7,03977956624903;6,67423576701928;11,5020597386519;11,0699243416445;11,4608970736017;11,924637553269;11,9091165745436;-16,8451286350478
"7";7,63336546226516;6,06508553091025;11,917037460077;11,4915751562754;11,6109194828033;12,1196522499816;12,2252459445146;-12,305559553215
"8";6,13328338449165;5,21065531170146;9,99943450645211;8,45715576355092;9,55136993355018;12,9831079636535;13,0496687671467;-8,63593615485669
"9";5,42387477522715;5,93076588261846;9,72867132635027;9,55856673344452;10,2235954413129;10,8977158357469;9,74944391241665;-9,33381955451344
"10";5,54530432325505;5,70221997019822;10,3091918134781;9,67148844126154;10,6897714963278;11,3326515090812;10,2567715745993;-9,28927869219199
"11";10,857011786667;10,4509097144341;6,79997486326532;6,41185101708861;6,61824328067484;10,4924505304959;9,88011829499581;12,3327607060447
"12";9,23919407090439;9,12268620715106;5,67860304347117;3,9109580942193;5,13351242731091;8,70142924925726;8,83377315957287;10,3859401331857
"13";10,2439820879921;10,8421028120002;6,45833572114968;6,24179524252301;6,29441069544844;9,91504653537845;9,86637260364049;16,3697598581859
"14";5,46201723556346;4,70036530244458;9,20354611821479;7,57362322072073;8,85084004224283;12,8544856279943;12,8569542993361;-7,5224996724803
"15";11,5088331266037;10,5464178549025;8,18682487946276;7,51374442433288;7,89561349129221;5,7799219716307;6,05770756071855;10,2552946645168
"16";7,47461026784806;6,99661861478953;11,7880650872795;11,7413279904174;12,0720910101887;10,6172607086892;10,4389770919095;-15,1782271423597
"17";6,12397968049678;6,30306309849372;10,274738474619;10,127278870813;10,3374441273591;11,2006607175078;11,1028388757568;-12,6316735822374
"18";5,84895106815142;5,27447252094454;11,1037792201289;11,1320360295365;10,8883927215582;12,0080407928528;12,3580613140299;-19,3296920919314
"19";5,56181323890767;5,19083016022187;8,31263437181181;8,71867614100865;7,9871572252303;6,15020767361626;6,46536013033004;-11,9840874157573
"20";8,89845109970117;8,80134769666997;11,8296713912884;11,8793363971928;12,0899888446883;11,5856650138831;11,4660950121274;-20,7691421216001
"21";3,61325653809196;3,76663420395052;8,11995377844801;8,5350623076954;8,04864241556915;5,62882198888154;6,50295448065051;-20,1126611339646
"22";5,18839351522229;4,40766549659135;8,09632629631574;8,2116725897103;8,60207363532226;8,20745847867145;8,94575241496771;-11,4261100545255
"23";3,41736439364687;3,15825516394901;8,07100813632803;7,54512415240473;8,31297216225507;6,09227218934744;5,97425350756347;-17,6278628758331
"24";5,30277054642484;5,10110266183975;10,0671365742867;9,67868099611462;9,47805703641815;9,72505774050867;9,55572211673836;-20,1868789699551
"25";9,50306391607052;8,84820820020116;6,1088466690499;5,98554320243976;5,66717258907673;5,30533239055697;5,27898743876133;16,5057505552305
"26";8,48929356374775;9,04447211318276;5,56133221842253;5,75410837682557;5,93032337956507;6,31792890823512;5,27974828525641;11,4859698587313
"27";11,9222311626427;11,9611034084466;9,30189091335518;7,7410942157367;8,74288277170375;9,75852418620773;8,70357570511448;5,98240450942144
"28";6,02853699853265;5,23303774082725;11,4984881965217;11,9743789073718;11,7906164430139;8,5437517257824;8,62615053937678;-15,6681102046837
"29";4,94706427760775;4,32388018219351;8,2955244765577;8,32990919269093;8,11068797612858;8,17763563465537;8,05486666431172;-18,1202702015114
"30";3,46148863566072;3,7074332911365;7,09601864524798;7,41084958648912;6,7926573818364;7,20729301983757;6,86734620035759;-12,5695983275544
"31";5,86659957322092;4,58263215373734;10,3311828096904;9,38512162051437;9,59679930623264;11,1630739889034;10,7710072984466;-9,69009407710308
"32";5,20088246404499;5,28864456704752;9,39497126075836;9,84881840297034;9,58840844145534;5,44917905754362;5,23238347195442;-20,4810901469409
"33";4,41614793342914;3,0950309971894;7,19798746712266;7,28798036367401;7,12032964427653;5,91296040578038;5,29828096543183;-10,8721270506355
"34";9,43578624889434;9,25649693130922;12,928277589742;13,0971825078631;12,9664449464445;13,508561206771;13,4636921180857;-21,1820659099502
"35";7,97727021168365;7,61722322737499;11,5321258159016;11,7786784839963;11,5837428132573;12,4004889362167;12,4230117882872;-19,5632234664214
"36";5,05410957023843;4,7263950848989;9,26283312175707;9,74209933438672;9,51254644390813;9,85257405371641;10,0791565799989;-19,0716955291123
"37";4,9128557243194;4,93902957861201;9,6560882254528;10,1118666390533;9,84556081201025;10,2212691597623;10,457962709274;-18,6923901798753
"38";8,95490360233016;8,68058677249813;4,48626609114389;4,70026532261828;3,77426347051764;3,92005340098099;3,8811547087644;18,210107893604
"39";9,41099856668859;9,30274728294101;4,62553853152346;5,66633295152185;4,3503713137788;4,35307376921538;4,93162769593668;12,6520294475517
"40";4,35797012030593;4,62871310612336;8,465065939233;8,40942418382292;8,26961365968463;8,27622499552695;8,31968275307874;-14,3895906840209
"41";6,62443784339574;6,26269950067793;10,6284614730664;10,4963829976996;10,359564468465;11,6491220852883;11,5426645127234;-15,0811934418711
"42";9,68417450210315;9,20695785573436;4,41918715089493;4,12500724902669;2,92155758260345;2,02974260713034;2,64384933828106;17,1699604797453
"43";6,61287268875238;5,97000120287507;2,39826093310932;2,1238288047444;2,49321625570715;1,94472958741827;2,1200135129008;16,7678295140622
"44";3,80900321041627;4,37991555332722;7,44525248010792;6,90348622359892;7,81299585865645;8,80162896355032;7,76433658002151;-8,36522017030483
"45";6,20097190156621;5,63036126090393;9,89271806071024;9,74726838912392;9,54870838464181;11,3891615958073;11,4435224665573;-17,2328518977779
"46";4,65846214390958;3,84068168651173;9,92670894247185;10,333570174528;9,98084418119887;8,12583068557193;8,86673984842494;-21,9682935419872
